tool,test_time,seed,curve,oracle,iteration,error,ir_generation_seed,ir_generation_time,ir_rewrite_seed,ir_rewrite_time,ir_rewrite_rules,c1_node_size,c1_assignments,c1_assertions,c1_assumptions,c1_input_signals,c1_output_signals,c2_node_size,c2_assignments,c2_assertions,c2_assumptions,c2_input_signals,c2_output_signals,circom_c1_compilation,circom_c1_compilation_time,circom_c1_compilation_optimization,circom_c2_compilation,circom_c2_compilation_time,circom_c2_compilation_optimization,circom_c1_cpp_witness_preparation,circom_c1_cpp_witness_preparation_time,circom_c1_cpp_witness_generation,circom_c1_cpp_witness_generation_time,circom_c1_js_witness_generation,circom_c1_js_witness_generation_time,circom_c1_snarkjs_witness_check,circom_c1_snarkjs_witness_check_time,circom_c2_cpp_witness_preparation,circom_c2_cpp_witness_preparation_time,circom_c2_cpp_witness_generation,circom_c2_cpp_witness_generation_time,circom_c2_js_witness_generation,circom_c2_js_witness_generation_time,circom_c2_snarkjs_witness_check,circom_c2_snarkjs_witness_check_time,circom_proof_system,circom_c1_zkey_generation,circom_c1_zkey_generation_time,circom_c1_proof_generation,circom_c1_proof_generation_time,circom_c2_zkey_generation,circom_c2_zkey_generation_time,circom_c2_proof_generation,circom_c2_proof_generation_time,circom_c1_vkey_generation,circom_c1_vkey_generation_time,circom_c1_verification,circom_c1_verification_time,circom_c2_vkey_generation,circom_c2_vkey_generation_time,circom_c2_verification,circom_c2_verification_time,circom_c1_ignored_error,circom_c2_ignored_error,corset_rust_check,corset_rust_check_time,corset_rust_compile,corset_rust_compile_time,corset_go_compile,corset_go_compile_time,corset_wizard_compile,corset_wizard_compile_time,corset_wizard_prove,corset_wizard_prove_time,corset_wizard_verify,corset_wizard_verify_time,corset_go_custom_cli,corset_go_custom_cli_time,corset_expansions,corset_native,corset_auto_constraints,corset_guard_variable,corset_timeout,corset_out_of_memory,corset_error_references,corset_ignored_error,gnark_c1_compile,gnark_c1_compile_time,gnark_c2_compile,gnark_c2_compile_time,gnark_c1_new_witness,gnark_c1_new_witness_time,gnark_c2_new_witness,gnark_c2_new_witness_time,gnark_c1_witness_solved,gnark_c1_witness_solved_time,gnark_c2_witness_solved,gnark_c2_witness_solved_time,gnark_c1_witness_write,gnark_c1_witness_write_time,gnark_c2_witness_write,gnark_c2_witness_write_time,gnark_c1_new_srs,gnark_c2_new_srs,gnark_c1_proof_setup,gnark_c1_proof_setup_time,gnark_c2_proof_setup,gnark_c2_proof_setup_time,gnark_c1_prove,gnark_c1_prove_time,gnark_c2_prove,gnark_c2_prove_time,gnark_c1_witness_public,gnark_c1_witness_public_time,gnark_c2_witness_public,gnark_c2_witness_public_time,gnark_c1_verify,gnark_c1_verify_time,gnark_c2_verify,gnark_c2_verify_time,gnark_cs_engine,gnark_proof_system,gnark_go_test_time,gnark_go_timeout,gnark_go_ignored_compiler_error,noir_c1_execute,noir_c1_execute_time,noir_c2_execute,noir_c2_execute_time,noir_c1_vk,noir_c1_vk_time,noir_c2_vk,noir_c2_vk_time,noir_c1_bb_prove,noir_c1_bb_prove_time,noir_c2_bb_prove,noir_c2_bb_prove_time,noir_c1_bb_verify,noir_c1_bb_verify_time,noir_c2_bb_verify,noir_c2_bb_verify_time,noir_c1_ignored_error,noir_c2_ignored_error,mina_c1_ts_compile,mina_c1_ts_compile_time,mina_c2_ts_compile,mina_c2_ts_compile_time,mina_c1_zk_compile,mina_c1_zk_compile_time,mina_c2_zk_compile,mina_c2_zk_compile_time,mina_c1_prove,mina_c1_prove_time,mina_c2_prove,mina_c2_prove_time,mina_c1_verify,mina_c1_verify_time,mina_c2_verify,mina_c2_verify_time,mina_c1_ignored_error,mina_c2_ignored_error,cycle,explore_time,is_fixed
mina,6.806072950363159,0.4471514006080114,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,5941904065,0.00030684471130371094,9552007882,0.00015497207641601562,,2,0,1,0,2,0,2,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.996774435043335,True,1.7363476753234863,False,,,,,,,,,,,,,,46,6007.475780248642,
mina,7.190273284912109,0.015225797254105777,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,6716342791,0.0004100799560546875,2951241787,0.012062311172485352,double-neg-rev|mul-one-rev|distrib-mul-add|double-neg|mul-one-rev|mul-one-rev|assoc-mul-rev|double-neg-rev|comm-add|mul-one-rev|add-zero-rev|double-neg-rev|double-neg|double-neg-rev|add-zero-rev|comm-mul|distrib-mul-add|distrib-mul-add|mul-one-rev|distrib-mul-add-rev|mul-one-rev|double-neg-rev|double-neg-rev|comm-add|double-neg-rev|mul-one-rev|double-neg|double-neg-rev|assoc-mul|comm-mul|mul-one-rev|mul-one-rev|comm-mul|comm-add|mul-one|assoc-mul-rev|mul-one|assoc-mul-rev|mul-one|comm-add|assoc-mul-rev|mul-one|distrib-mul-add,11,2,1,0,2,2,41,2,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.1735785007476807,True,1.9002561569213867,False,,,,,,,,,,,,,,48,6158.822992801666,
mina,6.459995746612549,0.3827491397676499,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,2227740182,0.000713348388671875,6169613008,0.011730432510375977,mul-one-rev|comm-mul|comm-mul|add-zero-rev|add-zero-rev|double-neg-rev|add-zero|comm-mul|mul-one-rev|mul-one-rev|comm-mul|assoc-mul|assoc-mul-rev|mul-one|add-zero-rev|add-zero|double-neg|comm-mul|mul-one|comm-add|comm-add|double-neg-rev|double-neg-rev|comm-add|double-neg-rev|add-zero-rev|mul-one-rev|comm-add|comm-add|add-zero-rev|mul-one-rev|mul-one-rev|comm-mul|mul-zero|double-neg|add-zero-rev|comm-add|double-neg-rev|comm-add|distrib-mul-add|add-zero|add-zero-rev|double-neg|double-neg-rev,19,0,2,0,1,0,61,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.7530596256256104,True,1.5995407104492188,False,,,,,,,,,,,,,,49,6165.285099983215,
mina,7.1340553760528564,0.8038889059759567,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,9540117985,0.0004742145538330078,9059614491,0.01296377182006836,add-zero-rev|mul-one-rev|comm-add|mul-one-rev|double-neg-rev|mul-one|mul-one-rev|assoc-mul|assoc-mul-rev|mul-one-rev|double-neg-rev|comm-add|comm-add|comm-add|mul-one|mul-one|comm-add|mul-one-rev|comm-mul|double-neg-rev|comm-add|double-neg|add-zero|double-neg|mul-one|mul-one-rev|add-zero-rev|comm-mul|add-zero|comm-mul|comm-mul|add-zero-rev|add-zero-rev|add-zero|comm-mul|add-zero|add-zero-rev|add-zero-rev|add-zero-rev|comm-mul|comm-mul|double-neg-rev|comm-mul|add-zero-rev|mul-one-rev|add-zero|comm-mul|assoc-add-rev|comm-mul|double-neg-rev|add-zero-rev|double-neg-rev|mul-one-rev,22,0,2,1,2,0,46,0,2,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.079688310623169,True,1.9475913047790527,False,,,,,,,,,,,,,,59,7677.313779115677,
mina,7.643805742263794,0.4821675757129136,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,5632126848,0.000568389892578125,5329722832,0.021059036254882812,sub-as-add-neg|double-neg-rev|add-zero-rev|comm-add|double-neg-rev|comm-add|mul-one-rev|double-neg|comm-mul|double-neg-rev|mul-one-rev|comm-mul|comm-add|add-zero-rev|double-neg-rev|add-zero|double-neg-rev|sub-as-add-neg|double-neg-rev|mul-one|mul-one-rev|assoc-add-rev|mul-one|comm-add|mul-one|assoc-add|mul-one-rev|add-zero-rev|comm-add|mul-one-rev|distrib-mul-add|comm-add|add-zero-rev|add-zero-rev|comm-mul|comm-add|comm-mul|double-neg-rev|double-neg-rev|mul-one-rev|add-zero-rev|comm-add|add-zero-rev|assoc-add|distrib-mul-add|add-zero|double-neg|double-neg|assoc-add-rev|double-neg-rev|distrib-mul-add-rev,31,2,2,0,2,2,63,2,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.342228651046753,True,2.0790200233459473,False,,,,,,,,,,,,,,62,7988.788188934326,
mina,6.647262334823608,0.5222568209066304,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,7647437176,0.0005679130554199219,4809214740,0.005786418914794922,mul-one-rev|mul-one-rev|mul-one|add-zero-rev|mul-one-rev|comm-add|assoc-mul-rev|mul-one-rev|add-zero-rev|sub-as-add-neg|comm-mul|assoc-mul|comm-mul|double-neg-rev|distrib-mul-add|add-zero-rev,37,1,2,0,1,1,56,1,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.017908811569214,True,1.7329752445220947,False,,,,,,,,,,,,,,67,8598.720155477524,
mina,7.117431402206421,0.11063168553563596,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,9665373497,0.0006399154663085938,8385542159,0.014463663101196289,mul-one-rev|mul-one-rev|comm-add|double-neg-rev|add-zero-rev|comm-mul|double-neg-rev|comm-mul|comm-mul|mul-one-rev|double-neg-rev|add-zero|mul-one-rev|double-neg-rev|double-neg|mul-one-rev|double-neg|assoc-mul|add-zero-rev|mul-one|double-neg|assoc-mul-rev|assoc-mul|add-zero|add-zero-rev|add-zero|double-neg|assoc-mul-rev|comm-add|mul-one|mul-one|mul-one-rev|comm-mul|mul-one|double-neg-rev|add-zero-rev|double-neg-rev|add-zero-rev|comm-mul,37,1,2,0,2,1,49,1,2,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0770363807678223,True,1.88210129737854,False,,,,,,,,,,,,,,77,10149.379931926727,
mina,6.979693174362183,0.8703463129939647,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,3411646941,0.0005304813385009766,2996545835,0.003502368927001953,comm-mul|comm-mul|add-zero-rev|add-zero|comm-mul|comm-mul|mul-one-rev|assoc-mul|mul-one-rev|assoc-mul|assoc-mul-rev|add-zero-rev|add-zero|double-neg-rev|mul-one|comm-mul|assoc-mul-rev|mul-one-rev|mul-one|double-neg-rev|comm-mul,18,2,2,0,2,2,24,2,2,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.0556576251983643,True,1.8787462711334229,False,,,,,,,,,,,,,,82,10766.496397256851,
mina,6.645093679428101,0.12847077753208958,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,5922490394,0.0004887580871582031,5162032154,0.004412174224853516,double-neg-rev|mul-one-rev|double-neg-rev|mul-one|double-neg-rev|add-zero-rev|double-neg-rev|add-zero-rev|mul-one-rev|mul-one-rev|add-zero-rev|comm-mul|double-neg|mul-one-rev|add-zero-rev|double-neg|mul-one|mul-one-rev,18,0,2,0,2,0,36,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.843928575515747,True,1.8348267078399658,False,,,,,,,,,,,,,,88,11521.786987304688,
mina,6.721619129180908,0.8149252795328676,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,4180817573,0.000484466552734375,4313215734,0.00510096549987793,add-zero-rev|add-zero|mul-one-rev|double-neg-rev|add-zero-rev|double-neg-rev|comm-mul|comm-add|add-zero|double-neg-rev|add-zero-rev|add-zero-rev|double-neg|add-zero-rev|comm-add|double-neg|add-zero-rev|distrib-mul-add|add-zero|assoc-add|add-zero-rev,19,1,1,0,2,1,33,1,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.8108971118927002,True,1.7861669063568115,False,,,,,,,,,,,,,,94,12343.36621260643,
mina,6.987627744674683,0.855374776797765,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,6327309738,0.0003809928894042969,3202778855,0.0002880096435546875,,14,0,2,0,1,0,14,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.8854260444641113,True,2.054309368133545,False,,,,,,,,,,,,,,95,12350.356735944748,
mina,6.934022903442383,0.11037661805567145,pallas,equal,0,c1 ZK compile failed: Bool.assertTrue(): false != true,8958748861,0.0003342628479003906,3504040384,0.002407550811767578,add-zero-rev|comm-add|double-neg-rev|mul-one-rev|comm-mul|add-zero-rev|add-zero|add-zero-rev|comm-mul|assoc-add-rev|comm-add|mul-one|comm-add|assoc-add-rev|mul-one-rev|comm-add|double-neg-rev|mul-one|double-neg-rev|comm-add|comm-add|double-neg-rev|comm-add,5,1,1,0,1,1,17,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,2.1350131034851074,True,1.924943208694458,False,,,,,,,,,,,,,,98,12670.883096933365,
